neo_name,close_approach_date,velocity,lunar_distance
(2020 BD11),1900-05-05,35498.5242629625,107.3639210719
(2020 BD11),1900-12-10,30142.023045816,119.0226908364
(2020 BD11),1901-05-26,38069.4626955551,110.6230452287
(2020 BD11),1901-11-26,30187.7103943433,122.254795909
(2020 BD11),1902-06-15,37290.8155279986,107.4934956104
(2020 BD11),1902-11-12,28971.6110521128,118.5241912264
(2020 BD11),1903-07-07,33322.3252198774,97.8725711989
(2020 BD11),1903-10-27,26214.0402060643,107.0461481
(2020 BD11),1904-08-02,25836.8744103082,79.5998975151
(2020 BD11),1904-10-02,20560.0370766193,84.9438113893
(2020 BD11),1905-09-06,25374.2719498055,49.7441301657
(2020 BD11),1906-09-14,38891.076353717,49.9645279574
(2020 BD11),1907-09-20,52936.8569100317,87.2680410708
(2020 BD11),1908-09-25,67107.7890817423,133.4842533701
(2020 BD11),1909-10-01,81214.7656340732,181.3555540445
(2020 BD11),1930-01-19,40090.2288941603,48.9310415877
(2020 BD11),1933-02-11,28891.6072894295,24.8375659371
(2020 BD11),1936-03-06,23226.4033373904,13.4689901337
(2020 BD11),1939-04-06,26587.7157811503,20.0960348231
(2020 BD11),1940-01-27,82792.9092818358,181.0155177857
(2020 BD11),1941-02-02,63689.4099150764,116.6266151111
(2020 BD11),1942-02-09,44768.0976707066,56.4815611517
(2020 BD11),1942-05-09,36225.0604140872,40.3221125407
(2020 BD11),1943-02-12,26435.6934225931,43.0511306041
(2020 BD11),1944-01-17,25327.6458054222,86.4931938769
(2020 BD11),1944-04-07,27052.0228313445,92.293107205
(2020 BD11),1944-12-24,29285.8141615021,112.6927238132
(2020 BD11),1945-05-10,36281.3339558113,108.0942665491
(2020 BD11),1945-12-06,30808.7826935271,124.5747718755
(2020 BD11),1946-06-06,38164.6037745857,109.4689154493
(2020 BD11),1946-11-17,29996.9722180557,123.9514984927
(2020 BD11),1947-07-05,33985.6232037615,98.9678560147
(2020 BD11),1947-10-27,26543.1115701508,109.9852120427
(2020 BD11),1948-08-13,23339.4583442194,71.9667943014
(2020 BD11),1949-09-11,34627.6554036031,43.9405207152
(2020 BD11),1950-09-20,53928.2446618496,89.2422389051
(2020 BD11),1951-09-28,73279.9155160894,153.2289268218
(2020 BD11),1976-02-01,69671.6560230768,136.4382076882
