neo_name,close_approach_date,velocity,lunar_distance
417210 (2005 XV77),2022-01-08,41074.7108377932,51.9897556286
417210 (2005 XV77),2023-12-17,67379.5560506137,99.0984035589
417210 (2005 XV77),2027-03-20,89501.2981625135,30.5191907448
417210 (2005 XV77),2029-02-04,50543.7196455702,80.595231076
417210 (2005 XV77),2030-12-24,42634.8889972416,38.3853902273
417210 (2005 XV77),2031-05-01,52384.880569428,184.2004743078
417210 (2005 XV77),2032-10-12,74952.7407469901,19.6834730542
417210 (2005 XV77),2032-12-20,86165.1125107902,157.2974707809
417210 (2005 XV77),2036-02-02,85357.9119934584,171.0601718247
417210 (2005 XV77),2037-09-25,46900.5657583468,187.9418272938
417210 (2005 XV77),2038-01-24,42264.2170041566,62.1100480537
417210 (2005 XV77),2039-01-09,81154.0400218056,15.4323556406
417210 (2005 XV77),2039-12-16,51918.754372709,53.0563770961
417210 (2005 XV77),2044-08-04,80251.5238081582,36.0030677137
417210 (2005 XV77),2045-02-05,66101.2246529366,118.142328754
417210 (2005 XV77),2047-01-07,41036.3926345901,50.9890993418
417210 (2005 XV77),2048-12-16,68735.1379885844,103.2524199206
417210 (2005 XV77),2050-11-01,75428.9647744104,3.1608016449
417210 (2005 XV77),2054-02-04,49482.2468680938,78.4243536358
417210 (2005 XV77),2055-12-23,43042.6638436781,37.7101107732
417210 (2005 XV77),2056-05-02,54287.5096564848,185.7137658033
417210 (2005 XV77),2057-01-29,90916.5308712199,32.57798756
417210 (2005 XV77),2057-12-21,87916.6441894997,162.5870803329
417210 (2005 XV77),2061-02-02,83434.7367276541,165.748566151
417210 (2005 XV77),2062-08-24,74854.1121067861,19.1341976632
417210 (2005 XV77),2062-09-28,43930.1682201917,185.7261248779
417210 (2005 XV77),2063-01-23,42004.3628815459,61.2012145556
417210 (2005 XV77),2064-12-15,53441.6258416543,57.1682397062
417210 (2005 XV77),2068-11-21,80439.8519150935,13.8222831624
417210 (2005 XV77),2070-02-06,63936.3201257452,112.6286755467
417210 (2005 XV77),2072-01-06,41042.9477398943,49.3330406062
417210 (2005 XV77),2073-12-17,70988.6210101056,110.2236384673
417210 (2005 XV77),2074-06-16,81004.9770919051,37.6107146991
417210 (2005 XV77),2079-02-04,47920.1068827706,75.3051061379
417210 (2005 XV77),2080-09-13,75029.3415579708,4.8068139887
417210 (2005 XV77),2080-12-21,43714.7983378116,37.2051536076
417210 (2005 XV77),2081-05-05,56776.548930295,187.7585531336
417210 (2005 XV77),2082-12-22,90513.7645721368,170.3597326675
417210 (2005 XV77),2086-02-03,80791.9401781156,158.2534225264
417210 (2005 XV77),2086-12-12,88391.3701325364,28.4629127046
417210 (2005 XV77),2087-10-02,38872.9092044693,181.9925687356
417210 (2005 XV77),2088-01-21,41677.1585967395,59.8086964736
417210 (2005 XV77),2089-12-16,55669.4593328171,63.5554478071
417210 (2005 XV77),2092-07-06,75849.3779078084,24.2969021114
417210 (2005 XV77),2095-02-06,61067.3544952362,105.5837162928
417210 (2005 XV77),2097-01-02,41146.1201395534,47.0346548399
417210 (2005 XV77),2097-04-12,31515.6387616389,169.2576685153
417210 (2005 XV77),2098-10-04,78090.3951794388,8.0303514141
417210 (2005 XV77),2098-12-18,74158.2754032766,119.8270788848
417210 (2005 XV77),2104-02-03,46065.2393253848,71.6360286128
417210 (2005 XV77),2105-12-21,44908.9746441127,37.6340468413
417210 (2005 XV77),2106-05-10,60019.214317933,190.3175736457
417210 (2005 XV77),2107-12-25,93719.8238027026,180.2593956903
417210 (2005 XV77),2110-07-28,74379.6411352196,11.2309549555
417210 (2005 XV77),2111-02-05,77642.3673338846,149.4791527638
417210 (2005 XV77),2112-10-09,31344.447651366,177.1462399324
417210 (2005 XV77),2113-01-18,41423.5058045342,58.2545472578
417210 (2005 XV77),2114-12-17,58327.5522304264,71.3455009675
417210 (2005 XV77),2116-10-25,84567.6094675846,21.7856030301
417210 (2005 XV77),2120-02-08,58218.609334419,98.8421290752
417210 (2005 XV77),2122-01-01,41315.7710623946,44.5822294304
417210 (2005 XV77),2122-04-19,39119.7288033259,173.5619954106
417210 (2005 XV77),2122-05-21,77932.9471717098,30.8818135106
417210 (2005 XV77),2123-12-20,77126.714785521,128.8022600676
417210 (2005 XV77),2128-08-17,76292.3764606763,3.2697929875
417210 (2005 XV77),2129-02-01,44678.6177612854,68.8554465377
417210 (2005 XV77),2130-12-20,46312.4962164899,39.4265479493
417210 (2005 XV77),2131-05-13,62788.3176786926,192.5248073371
417210 (2005 XV77),2132-12-25,96609.3958870049,189.266026006
417210 (2005 XV77),2134-11-15,93649.1053342349,36.4099228915
417210 (2005 XV77),2136-02-06,74722.4839011316,141.6975971917
417210 (2005 XV77),2138-01-16,41240.8274501304,56.8214232552
417210 (2005 XV77),2139-12-17,60626.1969633222,78.0188173236
417210 (2005 XV77),2140-06-09,74414.4241091047,14.893476119
417210 (2005 XV77),2145-02-07,56117.8802464772,93.9908416112
417210 (2005 XV77),2146-09-07,82627.69976068,17.9722420207
417210 (2005 XV77),2146-12-31,41534.8318706861,42.6023157079
417210 (2005 XV77),2147-04-24,43185.467457999,176.5629318261
417210 (2005 XV77),2148-12-20,79354.7468667421,135.6969684994
417210 (2005 XV77),2152-02-01,92365.2156866742,191.2985533011
417210 (2005 XV77),2152-04-01,78638.2764692036,32.7718465658
417210 (2005 XV77),2154-01-31,43932.4564126176,67.2672924201
417210 (2005 XV77),2155-12-19,47445.8274573088,41.3481161842
417210 (2005 XV77),2156-05-15,64498.003121398,193.9443902886
417210 (2005 XV77),2158-06-29,76228.8263557657,3.1397302151
417210 (2005 XV77),2161-02-06,72729.1787775905,136.463306824
417210 (2005 XV77),2163-01-15,41140.8631497373,55.8100192485
417210 (2005 XV77),2164-09-26,94165.854221007,37.0092206094
417210 (2005 XV77),2164-12-17,62358.2213183716,83.0636763224
417210 (2005 XV77),2170-02-07,54820.6797472985,91.0355616589
417210 (2005 XV77),2170-04-21,74417.218440237,14.802814612
417210 (2005 XV77),2171-12-30,41700.4086513568,41.3713275419
417210 (2005 XV77),2172-04-25,45499.4769369514,178.302081623
417210 (2005 XV77),2173-12-21,80791.8138252,140.1976651621
417210 (2005 XV77),2176-07-18,84143.648800489,20.7355790645
417210 (2005 XV77),2177-02-01,90926.029584544,187.4052800995
417210 (2005 XV77),2178-09-20,53738.7109543937,193.6851166149
417210 (2005 XV77),2179-01-30,43546.7180020838,66.399973391
417210 (2005 XV77),2180-12-18,48212.568520645,42.7351636036
417210 (2005 XV77),2182-02-11,77082.57709812,28.8109183675
417210 (2005 XV77),2186-02-06,71600.7818690125,133.4048254829
417210 (2005 XV77),2188-01-14,41080.49560674,55.1443378248
417210 (2005 XV77),2188-05-10,77410.3949260902,5.849512034
417210 (2005 XV77),2189-12-17,63417.1052219112,86.2781058185
417210 (2005 XV77),2195-02-08,53952.6956805616,89.1936633859
417210 (2005 XV77),2196-12-28,41785.1655497741,40.5897412731
417210 (2005 XV77),2197-04-27,46891.1978516182,179.2871215826
417210 (2005 XV77),2198-12-22,81566.3824513715,142.5018927748
417210 (2005 XV77),2200-03-02,74574.6614582663,8.7443344621
